Valeur fonciere,Surface reelle bati,Surface terrain,Nombre pieces principales,Cluster
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,11310.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
118800.0,0.0,17969.0,0.0,1
